Year,Week,Ranking,TV,movie_zh_name,first_air_date,category,origin_country,original_language
2021,39,4,Hospital Playlist,機智醫生生活,2020/3/12,醫療,KR,ko
2021,39,5,Hotel Del Luna,德魯納酒店,2019/7/12,"奇幻, 浪漫, 喜劇",KR,ko
2021,39,6,Men on a Mission,認識的哥哥,2015-12-05,"綜藝, 喜劇",KR,ko
2021,39,7,Sex Education,性愛自修室,2019/1/11,,GB,en
2021,39,8,Doomed Marriage,Doomed Marriage,2022,脫口秀,KR,ko
2021,39,9,The Gentlemen's League,The Gentlemen's League,2019-06-13,"競賽, 實境",KR,ko
2021,39,10,Love Naggers,Love Naggers,2018-01-13,脫口秀,KR,ko
2021,40,1,Hometown Cha-Cha-Cha,海岸村恰恰恰,2021/8/28,"浪漫, 喜劇",KR,ko
2021,40,2,Squid Game,魷魚遊戲,2021/9/17,驚悚,KR,ko
2021,40,3,Paik's Spirit,白種元醉話人生,2021-10-01,"社會議題, 文化, 紀錄片",KR,ko
2021,40,4,D.P.,D.P：逃兵追緝令,2021/8/27,"網路漫改, 社會議題",KR,ko
2021,40,5,Hospital Playlist,機智醫生生活,2020/3/12,醫療,KR,ko
2021,40,6,Baki Hanma,範馬刃牙,2021/9/30,,JP,ja
2021,40,7,Hotel Del Luna,德魯納酒店,2019/7/12,"奇幻, 浪漫, 喜劇",KR,ko
2021,40,8,Doomed Marriage,Doomed Marriage,2022,脫口秀,KR,ko
2021,40,9,The Gentlemen's League,The Gentlemen's League,2019-06-13,"競賽, 實境",KR,ko
2021,40,10,The Way of the Househusband,極道主夫,2021/4/8,,JP,ja
2021,41,1,Hometown Cha-Cha-Cha,海岸村恰恰恰,2021/8/28,"浪漫, 喜劇",KR,ko
2021,41,2,Squid Game,魷魚遊戲,2021/9/17,驚悚,KR,ko
2021,41,3,The Way of the Househusband,極道主夫,2021/4/8,,JP,ja
2021,41,4,Paik's Spirit,白種元醉話人生,2021-10-01,"社會議題, 文化, 紀錄片",KR,ko
2021,41,5,The King's Affection,戀慕,2021/10/11,"浪漫, 漫畫改編, 時代經典",KR,ko
2021,41,6,Hospital Playlist,機智醫生生活,2020/3/12,醫療,KR,ko
2021,41,7,D.P.,D.P：逃兵追緝令,2021/8/27,"網路漫改, 社會議題",KR,ko
2021,41,8,Reflection of You,妳的倒影,2021-10-13,"書籍改編, 懸疑, 驚悚",KR,ko
2021,41,9,Hotel Del Luna,德魯納酒店,2019/7/12,"奇幻, 浪漫, 喜劇",KR,ko
2021,41,10,Doomed Marriage,Doomed Marriage,2022,脫口秀,KR,ko
2021,42,1,My Name,以吾之名,2021/10/15,"犯罪, 驚悚, 冒險動作",KR,ko
2021,42,2,Hometown Cha-Cha-Cha,海岸村恰恰恰,2021/8/28,"浪漫, 喜劇",KR,ko
2021,42,3,Squid Game,魷魚遊戲,2021/9/17,驚悚,KR,ko
2021,42,4,The King's Affection,戀慕,2021/10/11,"浪漫, 漫畫改編, 時代經典",KR,ko
2021,42,5,You,安眠書店,2018/9/9,,US,en
2021,42,6,The Way of the Househusband,極道主夫,2021/4/8,,JP,ja
2021,42,7,Reflection of You,妳的倒影,2021-10-13,"書籍改編, 懸疑, 驚悚",KR,ko
2021,42,8,Doomed Marriage,Doomed Marriage,2022,脫口秀,KR,ko
2021,42,9,The Gentlemen's League,The Gentlemen's League,2019-06-13,"競賽, 實境",KR,ko
2021,42,10,Men on a Mission,認識的哥哥,2015-12-05,"綜藝, 喜劇",KR,ko
2021,43,1,My Name,以吾之名,2021/10/15,"犯罪, 驚悚, 冒險動作",KR,ko
2021,43,2,Squid Game,魷魚遊戲,2021/9/17,驚悚,KR,ko
2021,43,3,The King's Affection,戀慕,2021/10/11,"浪漫, 漫畫改編, 時代經典",KR,ko
2021,43,4,Hometown Cha-Cha-Cha,海岸村恰恰恰,2021/8/28,"浪漫, 喜劇",KR,ko
2021,43,5,The Raincoat Killer: Chasing a Predator in Korea,韓國雨衣殺手：全面追緝柳永哲,2021-10-22,"犯罪, 紀錄片",KR,ko
2021,43,6,Reflection of You,妳的倒影,2021-10-13,"書籍改編, 懸疑, 驚悚",KR,ko
2021,43,7,Lost,LOST檔案,2004-09-22,,US,en
2021,43,8,Men on a Mission,認識的哥哥,2015-12-05,"綜藝, 喜劇",KR,ko
2021,43,9,Love After Divorce,Love After Divorce,2021-07-11,實境,KR,ko
2021,43,10,My Golden Kids,My Golden Kids,2020-05-29,脫口秀,KR,ko
2021,44,1,My Name,以吾之名,2021/10/15,"犯罪, 驚悚, 冒險動作",KR,ko
2021,44,2,The King's Affection,戀慕,2021/10/11,"浪漫, 漫畫改編, 時代經典",KR,ko
2021,44,3,Inspector Koo,神探具景伊,2021/10/30,"犯罪, 驚悚, 喜劇",KR,ko
2021,44,4,Squid Game,魷魚遊戲,2021/9/17,驚悚,KR,ko
2021,44,5,Hometown Cha-Cha-Cha,海岸村恰恰恰,2021/8/28,"浪漫, 喜劇",KR,ko
2021,44,6,Lost,LOST檔案,2004-09-22,,US,en
2021,44,7,Reflection of You,妳的倒影,2021-10-13,"書籍改編, 懸疑, 驚悚",KR,ko
2021,44,8,Love After Divorce,Love After Divorce,2021-07-11,實境,KR,ko
2021,44,9,Men on a Mission,認識的哥哥,2015-12-05,"綜藝, 喜劇",KR,ko
2021,44,10,The Gentlemen's League 2,The Gentlemen's League,2019-06-13,"競賽, 實境",KR,ko
2021,45,1,The King's Affection,戀慕,2021/10/11,"浪漫, 漫畫改編, 時代經典",KR,ko
2021,45,2,Arcane,奧術,2021/11/6,,US,en
2021,45,3,Inspector Koo,神探具景伊,2021/10/30,"犯罪, 驚悚, 喜劇",KR,ko
2021,45,4,My Name,以吾之名,2021/10/15,"犯罪, 驚悚, 冒險動作",KR,ko
2021,45,5,Squid Game,魷魚遊戲,2021/9/17,驚悚,KR,ko
2021,45,6,Reflection of You,妳的倒影,2021-10-13,"書籍改編, 懸疑, 驚悚",KR,ko
2021,45,7,Love After Divorce,Love After Divorce,2021-07-11,實境,KR,ko
2021,45,8,Hometown Cha-Cha-Cha,海岸村恰恰恰,2021/8/28,"浪漫, 喜劇",KR,ko
2021,45,9,Men on a Mission,認識的哥哥,2015-12-05,"綜藝, 喜劇",KR,ko
2021,45,10,The Gentlemen's League 2,The Gentlemen's League,2019-06-13,"競賽, 實境",KR,ko
2021,46,1,The King's Affection,戀慕,2021/10/11,"浪漫, 漫畫改編, 時代經典",KR,ko
2021,46,2,Inspector Koo,神探具景伊,2021/10/30,"犯罪, 驚悚, 喜劇",KR,ko
2021,46,3,Arcane,奧術,2021/11/6,,US,en
2021,46,4,My Name,以吾之名,2021/10/15,"犯罪, 驚悚, 冒險動作",KR,ko
2021,46,5,Reflection of You,妳的倒影,2021-10-13,"書籍改編, 懸疑, 驚悚",KR,ko
2021,46,6,Love After Divorce,Love After Divorce,2021-07-11,實境,KR,ko
2021,46,7,Squid Game,魷魚遊戲,2021/9/17,驚悚,KR,ko
2021,46,8,Hometown Cha-Cha-Cha,海岸村恰恰恰,2021/8/28,"浪漫, 喜劇",KR,ko
2021,46,9,I Am Solo,I Am Solo,2021-07-14,綜藝,KR,ko
2021,46,10,Hellbound,地獄公使,2021/11/19,"懸疑, 犯罪, 網路漫改, 驚悚, 恐怖",KR,ko
2021,47,1,Hellbound,地獄公使,2021/11/19,"懸疑, 犯罪, 網路漫改, 驚悚, 恐怖",KR,ko
2021,47,2,The King's Affection,戀慕,2021/10/11,"浪漫, 漫畫改編, 時代經典",KR,ko
2021,47,3,Arcane,奧術,2021/11/6,,US,en
2021,47,4,Inspector Koo,神探具景伊,2021/10/30,"犯罪, 驚悚, 喜劇",KR,ko
2021,47,5,I Am Solo,I Am Solo,2021-07-14,綜藝,KR,ko
2021,47,6,Love After Divorce,Love After Divorce,2021-07-11,實境,KR,ko
2021,47,7,Reflection of You,妳的倒影,2021-10-13,"書籍改編, 懸疑, 驚悚",KR,ko
2021,47,8,Squid Game,魷魚遊戲,2021/9/17,驚悚,KR,ko
2021,47,9,My Name,以吾之名,2021/10/15,"犯罪, 驚悚, 冒險動作",KR,ko
2021,47,10,Men on a Mission,認識的哥哥,2015-12-05,"綜藝, 喜劇",KR,ko
2021,48,1,Hellbound,地獄公使,2021/11/19,"懸疑, 犯罪, 網路漫改, 驚悚, 恐怖",KR,ko
2021,48,2,The King's Affection,戀慕,2021/10/11,"浪漫, 漫畫改編, 時代經典",KR,ko
2021,48,3,Reflection of You,妳的倒影,2021-10-13,"書籍改編, 懸疑, 驚悚",KR,ko
2021,48,4,Arcane,奧術,2021/11/6,,US,en
2021,48,5,Love After Divorce,Love After Divorce,2021-07-11,實境,KR,ko
2021,48,6,Squid Game,魷魚遊戲,2021/9/17,驚悚,KR,ko
2021,48,7,I Am Solo,I Am Solo,2021-07-14,綜藝,KR,ko
2021,48,8,Men on a Mission,認識的哥哥,2015-12-05,"綜藝, 喜劇",KR,ko
2021,48,9,My Name,以吾之名,2021/10/15,"犯罪, 驚悚, 冒險動作",KR,ko
2021,48,10,Lost in Space,太空迷航,2018-04-13,,US,en
2021,49,1,Hellbound,地獄公使,2021/11/19,"懸疑, 犯罪, 網路漫改, 驚悚, 恐怖",KR,ko
2021,49,2,The King's Affection,戀慕,2021/10/11,"浪漫, 漫畫改編, 時代經典",KR,ko
2021,49,3,Inspector Koo,神探具景伊,2021/10/30,"犯罪, 驚悚, 喜劇",KR,ko
2021,49,4,Our Beloved Summer,那年，我們的夏天,2021/12/6,"浪漫, 喜劇",KR,ko
2021,49,5,I Am Solo,I Am Solo,2021-07-14,綜藝,KR,ko
2021,49,6,Money Heist,紙房子,2017-05-02,,ES,es
2021,49,7,Love After Divorce,Love After Divorce,2021-07-11,實境,KR,ko
2021,49,8,Just Between Lovers,只是相愛的關係,2017-12-11,浪漫,KR,ko
2021,49,9,Reflection of You,妳的倒影,2021-10-13,"書籍改編, 懸疑, 驚悚",KR,ko
2021,49,10,The Gentlemen's League 2,The Gentlemen's League,2019-06-13,"競賽, 實境",KR,ko
2021,50,1,The Hungry and the Hairy,吃貨與阿毛的逍遙遊,2021-12-11,"美食, 旅行, 實境",KR,ko
2021,50,2,Our Beloved Summer,那年，我們的夏天,2021/12/6,"浪漫, 喜劇",KR,ko
2021,50,3,I Am Solo,I Am Solo,2021-07-14,綜藝,KR,ko
2021,50,4,The King's Affection,戀慕,2021/10/11,"浪漫, 漫畫改編, 時代經典",KR,ko
2021,50,5,Inspector Koo,神探具景伊,2021/10/30,"犯罪, 驚悚, 喜劇",KR,ko
2021,50,6,Hellbound,地獄公使,2021/11/19,"懸疑, 犯罪, 網路漫改, 驚悚, 恐怖",KR,ko
2021,50,7,Love After Divorce,Love After Divorce,2021-07-11,實境,KR,ko
2021,50,8,Just Between Lovers,只是相愛的關係,2017-12-11,浪漫,KR,ko
2021,50,9,The Witcher,獵魔士,2019/12/20,,US,en
2021,50,10,The Gentlemen's League 2,The Gentlemen's League,2019-06-13,"競賽, 實境",KR,ko
2021,51,1,Our Beloved Summer,那年，我們的夏天,2021/12/6,"浪漫, 喜劇",KR,ko
2021,51,2,Single’s Inferno,單身即地獄,2021-12-18,"競賽, 實境",KR,ko
2021,51,3,The Hungry and the Hairy,吃貨與阿毛的逍遙遊,2021-12-11,"美食, 旅行, 實境",KR,ko
2021,51,4,The Witcher,獵魔士,2019/12/20,,US,en
2021,51,5,Bulgasal: Immortal Souls,不可殺：永生之靈,2021/12/18,"奇幻, 驚悚",KR,ko
2021,51,6,Emily in Paris,艾蜜莉在巴黎,2020/10/2,,US,en
2021,51,7,I Am Solo,I Am Solo,2021-07-14,綜藝,KR,ko
2021,51,8,Love After Divorce,Love After Divorce,2021-07-11,實境,KR,ko
2021,51,9,The Silent Sea,寧靜海,2021/12/24,"懸疑, 科幻, 驚悚",KR,ko
2021,51,10,The King's Affection,戀慕,2021/10/11,"浪漫, 漫畫改編, 時代經典",KR,ko
2021,52,1,The Silent Sea,寧靜海,2021/12/24,"懸疑, 科幻, 驚悚",KR,ko
2021,52,2,Single’s Inferno,單身即地獄,2021-12-18,"競賽, 實境",KR,ko
2021,52,3,Our Beloved Summer,那年，我們的夏天,2021/12/6,"浪漫, 喜劇",KR,ko
2021,52,4,Bulgasal: Immortal Souls,不可殺：永生之靈,2021/12/18,"奇幻, 驚悚",KR,ko
2021,52,5,Emily in Paris,艾蜜莉在巴黎,2020/10/2,,US,en
2021,52,6,The Hungry and the Hairy,吃貨與阿毛的逍遙遊,2021-12-11,"美食, 旅行, 實境",KR,ko
2021,52,7,The Witcher,獵魔士,2019/12/20,,US,en
2021,52,8,Goblin,孤單又燦爛的神：鬼怪,2016-12-02,"奇幻, 浪漫",KR,ko
2021,52,9,I Am Solo,I Am Solo,2021-07-14,綜藝,KR,ko
2021,52,10,The Gentlemen's League 2,The Gentlemen's League,2019-06-13,"競賽, 實境",KR,ko
2022,1,1,Single’s Inferno,單身即地獄,2021-12-18,"競賽, 實境",KR,ko
2022,1,2,Our Beloved Summer,那年，我們的夏天,2021/12/6,"浪漫, 喜劇",KR,ko
2022,1,3,The Silent Sea,寧靜海,2021/12/24,"懸疑, 科幻, 驚悚",KR,ko
2022,1,4,Bulgasal: Immortal Souls,不可殺：永生之靈,2021/12/18,"奇幻, 驚悚",KR,ko
2022,1,5,Goblin,孤單又燦爛的神：鬼怪,2016-12-02,"奇幻, 浪漫",KR,ko
2022,1,6,The Hungry and the Hairy,吃貨與阿毛的逍遙遊,2021-12-11,"美食, 旅行, 實境",KR,ko
2022,1,7,I Am Solo,I Am Solo,2021-07-14,綜藝,KR,ko
2022,1,8,Love After Divorce,Love After Divorce,2021-07-11,實境,KR,ko
2022,1,9,Emily in Paris,艾蜜莉在巴黎,2020/10/2,,US,en
2022,1,10,Itaewon Class,梨泰院 Class,2020-01-31,"網路漫改, 社會議題",KR,ko
2022,2,1,Our Beloved Summer,那年，我們的夏天,2021/12/6,"浪漫, 喜劇",KR,ko
2022,2,2,Single’s Inferno,單身即地獄,2021-12-18,"競賽, 實境",KR,ko
2022,2,3,Bulgasal: Immortal Souls,不可殺：永生之靈,2021/12/18,"奇幻, 驚悚",KR,ko
2022,2,4,The Silent Sea,寧靜海,2021/12/24,"懸疑, 科幻, 驚悚",KR,ko
2022,2,5,Itaewon Class,梨泰院 Class,2020-01-31,"網路漫改, 社會議題",KR,ko
2022,2,6,I Am Solo,I Am Solo,2021-07-14,綜藝,KR,ko
2022,2,7,Love After Divorce,Love After Divorce,2021-07-11,實境,KR,ko
2022,2,8,Goblin,孤單又燦爛的神：鬼怪,2016-12-02,"奇幻, 浪漫",KR,ko
2022,2,9,Hotel Del Luna,德魯納酒店,2019/7/12,"奇幻, 浪漫, 喜劇",KR,ko
2022,2,10,The Fisherman and the City,The Fisherman and the City,2017-09-07,"競賽, 實境",KR,ko
2022,3,1,Our Beloved Summer,那年，我們的夏天,2021/12/6,"浪漫, 喜劇",KR,ko
2022,3,2,Bulgasal: Immortal Souls,不可殺：永生之靈,2021/12/18,"奇幻, 驚悚",KR,ko
2022,3,3,Single’s Inferno,單身即地獄,2021-12-18,"競賽, 實境",KR,ko
2022,3,4,Itaewon Class,梨泰院 Class,2020-01-31,"網路漫改, 社會議題",KR,ko
2022,3,5,The Silent Sea,寧靜海,2021/12/24,"懸疑, 科幻, 驚悚",KR,ko
2022,3,6,I Am Solo,I Am Solo,2021-07-14,綜藝,KR,ko
2022,3,7,Goblin,孤單又燦爛的神：鬼怪,2016-12-02,"奇幻, 浪漫",KR,ko
2022,3,8,My Mister,我的大叔,2018-03-21,"家庭, 社會議題",KR,ko
2022,3,9,Hotel Del Luna,德魯納酒店,2019/7/12,"奇幻, 浪漫, 喜劇",KR,ko
2022,3,10,The Gentlemen's League 2,The Gentlemen's League,2019-06-13,"競賽, 實境",KR,ko
2022,4,1,Our Beloved Summer,那年，我們的夏天,2021/12/6,"浪漫, 喜劇",KR,ko
2022,4,2,Bulgasal: Immortal Souls,不可殺：永生之靈,2021/12/18,"奇幻, 驚悚",KR,ko
2022,4,3,18 Again,重返18歲,2020-09-21,浪漫,KR,ko
2022,4,4,Mad for Each Other,不瘋不狂不愛你,2021-05-24,"浪漫, 喜劇",KR,ko
2022,4,5,Single’s Inferno,單身即地獄,2021-12-18,"競賽, 實境",KR,ko
2022,4,6,My Mister,我的大叔,2018-03-21,"家庭, 社會議題",KR,ko
2022,4,7,Itaewon Class,梨泰院 Class,2020-01-31,"網路漫改, 社會議題",KR,ko
2022,4,8,All of Us are Dead,殭屍校園,2022-01-28,"網路漫改, 青少年",KR,ko
2022,4,9,I Am Solo,I Am Solo,2021-07-14,綜藝,KR,ko
2022,4,10,The Gentlemen's League 2,The Gentlemen's League,2019-06-13,"競賽, 實境",KR,ko
2022,5,1,All of Us are Dead,殭屍校園,2022-01-28,"網路漫改, 青少年",KR,ko
2022,5,2,Our Beloved Summer,那年，我們的夏天,2021/12/6,"浪漫, 喜劇",KR,ko
2022,5,3,Bulgasal: Immortal Souls,不可殺：永生之靈,2021/12/18,"奇幻, 驚悚",KR,ko
2022,5,4,Itaewon Class,梨泰院 Class,2020-01-31,"網路漫改, 社會議題",KR,ko
2022,5,5,18 Again,重返18歲,2020-09-21,浪漫,KR,ko
2022,5,6,My Mister,我的大叔,2018-03-21,"家庭, 社會議題",KR,ko
2022,5,7,Mr. Sunshine,陽光先生,2018-07-07,"浪漫, 政治",KR,ko
2022,5,8,I Am Solo,I Am Solo,2021-07-14,綜藝,KR,ko
2022,5,9,Prison Playbook,機智牢房生活,2017-11-22,社會議題,KR,ko
2022,5,10,Squid Game,魷魚遊戲,2021/9/17,驚悚,KR,ko
2022,6,1,All of Us are Dead,殭屍校園,2022-01-28,"網路漫改, 青少年",KR,ko
2022,6,2,Our Beloved Summer,那年，我們的夏天,2021/12/6,"浪漫, 喜劇",KR,ko
2022,6,3,Bulgasal: Immortal Souls,不可殺：永生之靈,2021/12/18,"奇幻, 驚悚",KR,ko
2022,6,4,Itaewon Class,梨泰院 Class,2020-01-31,"網路漫改, 社會議題",KR,ko
2022,6,5,Prison Playbook,機智牢房生活,2017-11-22,社會議題,KR,ko
2022,6,6,My Mister,我的大叔,2018-03-21,"家庭, 社會議題",KR,ko
2022,6,7,18 Again,重返18歲,2020-09-21,浪漫,KR,ko
2022,6,8,The One and Only,只一人,2021-12-20,"浪漫, 懸疑",KR,ko
2022,6,9,I Am Solo,I Am Solo,2021-07-14,綜藝,KR,ko
2022,6,10,Mr. Sunshine,陽光先生,2018-07-07,"浪漫, 政治",KR,ko
2022,7,1,All of Us are Dead,殭屍校園,2022-01-28,"網路漫改, 青少年",KR,ko
2022,7,2,Our Beloved Summer,那年，我們的夏天,2021/12/6,"浪漫, 喜劇",KR,ko
2022,7,3,The One and Only,只一人,2021-12-20,"浪漫, 懸疑",KR,ko
2022,7,4,Twenty Five Twenty One,二十五，二十一,2022/2/12,浪漫,KR,ko
2022,7,4,Twenty Five Twenty One,二十五，二十一,2022-02-12,浪漫,KR,ko
2022,7,5,Artificial City,孔雀都市,2021-12-08,"懸疑, 政治",KR,ko
2022,7,6,Crash Landing on You,愛的迫降,2019/12/14,"浪漫, 喜劇",KR,ko
2022,7,7,Thirty-Nine,三十九,2022/2/16,浪漫,KR,ko
2022,7,7,Thirty-Nine,三十九,2022-02-16,浪漫,KR,ko
2022,7,8,Itaewon Class,梨泰院 Class,2020-01-31,"網路漫改, 社會議題",KR,ko
2022,7,9,Forecasting Love and Weather,氣象廳的人們：社內戀愛殘酷史篇,2022/2/12,"浪漫, 喜劇",KR,ko
2022,7,9,Forecasting Love and Weather,氣象廳的人們：社內戀愛殘酷史篇,2022-02-12,"浪漫, 喜劇",KR,ko
2022,7,10,I Am Solo,I Am Solo,2021-07-14,綜藝,KR,ko
2022,8,1,Twenty Five Twenty One,二十五，二十一,2022/2/12,浪漫,KR,ko
2022,8,1,Twenty Five Twenty One,二十五，二十一,2022-02-12,浪漫,KR,ko
2022,8,2,Forecasting Love and Weather,氣象廳的人們：社內戀愛殘酷史篇,2022/2/12,"浪漫, 喜劇",KR,ko
2022,8,2,Forecasting Love and Weather,氣象廳的人們：社內戀愛殘酷史篇,2022-02-12,"浪漫, 喜劇",KR,ko
2022,8,3,Thirty-Nine,三十九,2022/2/16,浪漫,KR,ko
2022,8,3,Thirty-Nine,三十九,2022-02-16,浪漫,KR,ko
2022,8,4,All of Us are Dead,殭屍校園,2022-01-28,"網路漫改, 青少年",KR,ko
2022,8,5,Our Beloved Summer,那年，我們的夏天,2021/12/6,"浪漫, 喜劇",KR,ko
2022,8,6,Artificial City,孔雀都市,2021-12-08,"懸疑, 政治",KR,ko
2022,8,7,Inventing Anna,創造安娜,2022/2/11,,US,en
2022,8,8,Juvenile Justice,少年法庭,2022/2/25,"犯罪, 法庭",KR,ko
2022,8,9,Crash Landing on You,愛的迫降,2019/12/14,"浪漫, 喜劇",KR,ko
2022,8,10,The One and Only,只一人,2021-12-20,"浪漫, 懸疑",KR,ko
2022,9,1,Juvenile Justice,少年法庭,2022/2/25,"犯罪, 法庭",KR,ko
2022,9,2,Twenty Five Twenty One,二十五，二十一,2022/2/12,浪漫,KR,ko
2022,9,2,Twenty Five Twenty One,二十五，二十一,2022-02-12,浪漫,KR,ko
2022,9,3,Forecasting Love and Weather,氣象廳的人們：社內戀愛殘酷史篇,2022/2/12,"浪漫, 喜劇",KR,ko
2022,9,3,Forecasting Love and Weather,氣象廳的人們：社內戀愛殘酷史篇,2022-02-12,"浪漫, 喜劇",KR,ko
2022,9,4,Thirty-Nine,三十九,2022/2/16,浪漫,KR,ko
2022,9,4,Thirty-Nine,三十九,2022-02-16,浪漫,KR,ko
2022,9,5,Our Beloved Summer,那年，我們的夏天,2021/12/6,"浪漫, 喜劇",KR,ko
2022,9,6,All of Us are Dead,殭屍校園,2022-01-28,"網路漫改, 青少年",KR,ko
2022,9,7,Business Proposal,社內相親,2022/2/28,"網路漫改, 浪漫, 喜劇",KR,ko
2022,9,7,Business Proposal,社內相親,2022-02-28,"網路漫改, 浪漫, 喜劇",KR,ko
2022,9,8,Love Marriage Divorce,婚詞離曲,2021-01-23,家庭,KR,ko
2022,9,9,Vikings: Valhalla,維京傳奇：英靈神殿,2022-02-25,,US,en
2022,9,10,I Am Solo,I Am Solo,2021-07-14,綜藝,KR,ko
2022,10,1,Juvenile Justice,少年法庭,2022/2/25,"犯罪, 法庭",KR,ko
2022,10,2,Twenty Five Twenty One,二十五，二十一,2022/2/12,浪漫,KR,ko
2022,10,2,Twenty Five Twenty One,二十五，二十一,2022-02-12,浪漫,KR,ko
2022,10,3,Forecasting Love and Weather,氣象廳的人們：社內戀愛殘酷史篇,2022/2/12,"浪漫, 喜劇",KR,ko
2022,10,3,Forecasting Love and Weather,氣象廳的人們：社內戀愛殘酷史篇,2022-02-12,"浪漫, 喜劇",KR,ko
2022,10,4,Business Proposal,社內相親,2022/2/28,"網路漫改, 浪漫, 喜劇",KR,ko
2022,10,4,Business Proposal,社內相親,2022-02-28,"網路漫改, 浪漫, 喜劇",KR,ko
2022,10,5,Thirty-Nine,三十九,2022/2/16,浪漫,KR,ko
2022,10,5,Thirty-Nine,三十九,2022-02-16,浪漫,KR,ko
2022,10,6,Our Beloved Summer,那年，我們的夏天,2021/12/6,"浪漫, 喜劇",KR,ko
2022,10,7,Love Marriage Divorce,婚詞離曲,2021-01-23,家庭,KR,ko
2022,10,8,I Am Solo,I Am Solo,2021-07-14,綜藝,KR,ko
2022,10,9,All of Us are Dead,殭屍校園,2022-01-28,"網路漫改, 青少年",KR,ko
2022,10,10,The Iron Squad,The Iron Squad,2021-03-23,"競賽, 實境",KR,ko
2022,11,1,Twenty Five Twenty One,二十五，二十一,2022/2/12,浪漫,KR,ko
2022,11,1,Twenty Five Twenty One,二十五，二十一,2022-02-12,浪漫,KR,ko
2022,11,2,Juvenile Justice,少年法庭,2022/2/25,"犯罪, 法庭",KR,ko
2022,11,3,Business Proposal,社內相親,2022/2/28,"網路漫改, 浪漫, 喜劇",KR,ko
2022,11,3,Business Proposal,社內相親,2022-02-28,"網路漫改, 浪漫, 喜劇",KR,ko
2022,11,4,Forecasting Love and Weather,氣象廳的人們：社內戀愛殘酷史篇,2022/2/12,"浪漫, 喜劇",KR,ko
2022,11,4,Forecasting Love and Weather,氣象廳的人們：社內戀愛殘酷史篇,2022-02-12,"浪漫, 喜劇",KR,ko
2022,11,5,Thirty-Nine,三十九,2022/2/16,浪漫,KR,ko
2022,11,5,Thirty-Nine,三十九,2022-02-16,浪漫,KR,ko
2022,11,6,Love Marriage Divorce,婚詞離曲,2021-01-23,家庭,KR,ko
2022,11,7,Our Beloved Summer,那年，我們的夏天,2021/12/6,"浪漫, 喜劇",KR,ko
2022,11,8,Crash Landing on You,愛的迫降,2019/12/14,"浪漫, 喜劇",KR,ko
2022,11,9,The Iron Squad,The Iron Squad,2021-03-23,"競賽, 實境",KR,ko
2022,11,10,I Am Solo,I Am Solo,2021-07-14,綜藝,KR,ko
2022,12,1,Twenty Five Twenty One,二十五，二十一,2022/2/12,浪漫,KR,ko
2022,12,1,Twenty Five Twenty One,二十五，二十一,2022-02-12,浪漫,KR,ko
2022,12,2,Business Proposal,社內相親,2022/2/28,"網路漫改, 浪漫, 喜劇",KR,ko
2022,12,2,Business Proposal,社內相親,2022-02-28,"網路漫改, 浪漫, 喜劇",KR,ko
2022,12,3,Forecasting Love and Weather,氣象廳的人們：社內戀愛殘酷史篇,2022/2/12,"浪漫, 喜劇",KR,ko
2022,12,3,Forecasting Love and Weather,氣象廳的人們：社內戀愛殘酷史篇,2022-02-12,"浪漫, 喜劇",KR,ko
2022,12,4,Juvenile Justice,少年法庭,2022/2/25,"犯罪, 法庭",KR,ko
2022,12,5,Thirty-Nine,三十九,2022/2/16,浪漫,KR,ko
2022,12,5,Thirty-Nine,三十九,2022-02-16,浪漫,KR,ko
2022,12,6,Love Marriage Divorce,婚詞離曲,2021-01-23,家庭,KR,ko
2022,12,7,Mr. Sunshine,陽光先生,2018-07-07,"浪漫, 政治",KR,ko
2022,12,8,The Iron Squad,The Iron Squad,2021-03-23,"競賽, 實境",KR,ko
2022,12,9,Our Beloved Summer,那年，我們的夏天,2021/12/6,"浪漫, 喜劇",KR,ko
2022,12,10,I Am Solo,I Am Solo,2021-07-14,綜藝,KR,ko
2022,13,1,Twenty Five Twenty One,二十五，二十一,2022/2/12,浪漫,KR,ko
2022,13,1,Twenty Five Twenty One,二十五，二十一,2022-02-12,浪漫,KR,ko
2022,13,2,Business Proposal,社內相親,2022/2/28,"網路漫改, 浪漫, 喜劇",KR,ko
2022,13,2,Business Proposal,社內相親,2022-02-28,"網路漫改, 浪漫, 喜劇",KR,ko
2022,13,3,Bridgerton,柏捷頓家族：名門韻事,2020/12/25,,US,en
2022,13,4,Forecasting Love and Weather,氣象廳的人們：社內戀愛殘酷史篇,2022/2/12,"浪漫, 喜劇",KR,ko
2022,13,4,Forecasting Love and Weather,氣象廳的人們：社內戀愛殘酷史篇,2022-02-12,"浪漫, 喜劇",KR,ko
2022,13,5,Thirty-Nine,三十九,2022/2/16,浪漫,KR,ko
2022,13,5,Thirty-Nine,三十九,2022-02-16,浪漫,KR,ko
2022,13,6,Juvenile Justice,少年法庭,2022/2/25,"犯罪, 法庭",KR,ko
2022,13,7,Love Marriage Divorce,婚詞離曲,2021-01-23,家庭,KR,ko
2022,13,8,Mr. Sunshine,陽光先生,2018-07-07,"浪漫, 政治",KR,ko
2022,13,9,The Iron Squad,The Iron Squad,2021-03-23,"競賽, 實境",KR,ko
2022,13,10,I Am Solo,I Am Solo,2021-07-14,綜藝,KR,ko
2022,14,1,Twenty Five Twenty One,二十五，二十一,2022/2/12,浪漫,KR,ko
