Year,Week,Ranking,TV,movie_zh_name,first_air_date,category,origin_country,original_language
2021,36,8,Men on a Mission,認識的哥哥,2015-12-05,"綜藝, 喜劇",KR,ko
2021,36,9,Into the Night,絕夜逢生,2020-05-01,,BE,fr
2021,36,10,Doomed Marriage,Doomed Marriage,2022,脫口秀,KR,ko
2021,37,1,Hometown Cha-Cha-Cha,海岸村恰恰恰,2021/8/28,"浪漫, 喜劇",KR,ko
2021,37,2,Hospital Playlist,機智醫生生活,2020/3/12,醫療,KR,ko
2021,37,3,D.P.,D.P：逃兵追緝令,2021/8/27,"網路漫改, 社會議題",KR,ko
2021,37,4,Hotel Del Luna,德魯納酒店,2019/7/12,"奇幻, 浪漫, 喜劇",KR,ko
2021,37,5,Change Days,Change Days,2021-06-15,"浪漫, 實境",KR,ko
2021,37,6,Love After Divorce,Love After Divorce,2021-07-11,實境,KR,ko
2021,37,7,Squid Game,魷魚遊戲,2021/9/17,驚悚,KR,ko
2021,37,8,Men on a Mission,認識的哥哥,2015-12-05,"綜藝, 喜劇",KR,ko
2021,37,9,Love Naggers,Love Naggers,2018-01-13,脫口秀,KR,ko
2021,37,10,Doomed Marriage,Doomed Marriage,2022,脫口秀,KR,ko
2021,38,1,Squid Game,魷魚遊戲,2021/9/17,驚悚,KR,ko
2021,38,2,Hometown Cha-Cha-Cha,海岸村恰恰恰,2021/8/28,"浪漫, 喜劇",KR,ko
2021,38,3,Hospital Playlist,機智醫生生活,2020/3/12,醫療,KR,ko
2021,38,4,D.P.,D.P：逃兵追緝令,2021/8/27,"網路漫改, 社會議題",KR,ko
2021,38,5,Hotel Del Luna,德魯納酒店,2019/7/12,"奇幻, 浪漫, 喜劇",KR,ko
2021,38,6,Sex Education,性愛自修室,2019/1/11,,GB,en
2021,38,7,Men on a Mission,認識的哥哥,2015-12-05,"綜藝, 喜劇",KR,ko
2021,38,8,The Gentlemen's League,The Gentlemen's League,2019-06-13,"競賽, 實境",KR,ko
2021,38,9,Octonauts: Above & Beyond,海底小縱隊：登陸探險,2021-09-07,,GB,en
2021,38,10,Change Days,Change Days,2021-06-15,"浪漫, 實境",KR,ko
2021,39,1,Squid Game,魷魚遊戲,2021/9/17,驚悚,KR,ko
2021,39,2,Hometown Cha-Cha-Cha,海岸村恰恰恰,2021/8/28,"浪漫, 喜劇",KR,ko
2021,39,3,D.P.,D.P：逃兵追緝令,2021/8/27,"網路漫改, 社會議題",KR,ko
