Year,Week,Ranking,TV,movie_zh_name,id,category,director,imdb_score
2022,15,1,Business Proposal,社內相親,154825,"網路漫改, 浪漫喜劇",hong bo hui,8.2
2022,15,10,Juvenile Justice,少年法庭,112833,"犯罪, 法庭",hong jong chan,8
2022,15,10,Juvenile Justice,少年法庭,112833,"犯罪, 法庭",kim min seok,8
2022,15,2,Twenty Five Twenty One,二十五，二十一,129888,浪漫,jung jee hyun,8.7
2022,15,2,Twenty Five Twenty One,二十五，二十一,129888,浪漫,kwon do eun,8.7
2022,15,3,Forecasting Love and Weather,氣象廳的人們：社內戀愛殘酷史篇,152511,"浪漫, 喜劇",kang eun kyung,7.1
2022,15,5,Thirty-Nine,三十九,131028,浪漫,yoo young a,7.7
2022,15,5,Thirty-Nine,三十九,131028,浪漫,kim sang ho,7.7
2022,15,7,Tomorrow,還有明天,136369,"網路漫改, 奇幻",kim tae yun,7.2
2022,15,8,Black Dog,Black Dog,95067,劇情,hwang joon hyuk,7.8
2022,15,8,Black Dog,Black Dog,95067,劇情,park joo yun,7.8
2022,15,9,Our Blues,我們的藍調時光,135840,劇情,noh hee kyung,8.1
2022,16,1,Business Proposal,社內相親,154825,"網路漫改, 浪漫喜劇",park seon ho,8.2
2022,16,1,Business Proposal,社內相親,154825,"網路漫改, 浪漫喜劇",han sul hee,8.2
2022,16,1,Business Proposal,社內相親,154825,"網路漫改, 浪漫喜劇",hong bo hui,8.2
2022,16,2,Twenty Five Twenty One,二十五，二十一,129888,浪漫,jung jee hyun,8.7
2022,16,2,Twenty Five Twenty One,二十五，二十一,129888,浪漫,kwon do eun,8.7
2022,16,4,Thirty-Nine,三十九,131028,浪漫,yoo young a,7.7
2022,16,4,Thirty-Nine,三十九,131028,浪漫,kim sang ho,7.7
2022,16,5,Our Blues,我們的藍調時光,135840,劇情,noh hee kyung,8.1
2022,16,6,Tomorrow,還有明天,136369,"網路漫改, 奇幻",kim tae yun,7.2
2022,16,7,Forecasting Love and Weather,氣象廳的人們：社內戀愛殘酷史篇,152511,"浪漫, 喜劇",kang eun kyung,7.1
2022,16,9,Black Dog,Black Dog,95067,劇情,hwang joon hyuk,7.8
2022,16,9,Black Dog,Black Dog,95067,劇情,park joo yun,7.8
2022,17,1,Business Proposal,社內相親,154825,"網路漫改, 浪漫喜劇",park seon ho,8.2
2022,17,1,Business Proposal,社內相親,154825,"網路漫改, 浪漫喜劇",han sul hee,8.2
2022,17,1,Business Proposal,社內相親,154825,"網路漫改, 浪漫喜劇",hong bo hui,8.2
2022,17,2,Twenty Five Twenty One,二十五，二十一,129888,浪漫,jung jee hyun,8.7
2022,17,2,Twenty Five Twenty One,二十五，二十一,129888,浪漫,kwon do eun,8.7
2022,17,5,Our Blues,我們的藍調時光,135840,劇情,noh hee kyung,8.1
2022,17,7,Tomorrow,還有明天,136369,"網路漫改, 奇幻",kim tae yun,7.2
2022,17,8,Thirty-Nine,三十九,131028,浪漫,yoo young a,7.7
2022,17,8,Thirty-Nine,三十九,131028,浪漫,kim sang ho,7.7
2022,17,9,Forecasting Love and Weather,氣象廳的人們：社內戀愛殘酷史篇,152511,"浪漫, 喜劇",kang eun kyung,7.1
2022,17,10,Love (ft. Marriage and Divorce),婚詞離曲,116041,劇情,im sung han,6.6
2022,18,4,Our Blues,我們的藍調時光,135840,劇情,noh hee kyung,8.1
2022,18,5,Business Proposal,社內相親,154825,"網路漫改, 浪漫喜劇",park seon ho,8.2
2022,18,5,Business Proposal,社內相親,154825,"網路漫改, 浪漫喜劇",han sul hee,8.2
2022,18,5,Business Proposal,社內相親,154825,"網路漫改, 浪漫喜劇",hong bo hui,8.2
2022,18,6,Twenty Five Twenty One,二十五，二十一,129888,浪漫,jung jee hyun,8.7
2022,18,6,Twenty Five Twenty One,二十五，二十一,129888,浪漫,kwon do eun,8.7
2022,18,7,Tomorrow,還有明天,136369,"網路漫改, 奇幻",kim tae yun,7.2
2022,18,8,My Liberation Notes,我的出走日記,154887,劇情,kim sok yun,8.7
2022,18,8,My Liberation Notes,我的出走日記,154887,劇情,park hae young,8.7
2022,18,10,Love (ft. Marriage and Divorce),婚詞離曲,116041,劇情,im sung han,6.6
2022,19,4,Our Blues,我們的藍調時光,135840,劇情,noh hee kyung,8.1
2022,19,5,Twenty Five Twenty One,二十五，二十一,129888,浪漫,jung jee hyun,8.7
2022,19,5,Twenty Five Twenty One,二十五，二十一,129888,浪漫,kwon do eun,8.7
2022,19,6,Business Proposal,社內相親,154825,"網路漫改, 浪漫喜劇",park seon ho,8.2
2022,19,6,Business Proposal,社內相親,154825,"網路漫改, 浪漫喜劇",han sul hee,8.2
2022,19,6,Business Proposal,社內相親,154825,"網路漫改, 浪漫喜劇",hong bo hui,8.2
2022,19,7,My Liberation Notes,我的出走日記,154887,劇情,kim sok yun,8.7
2022,19,7,My Liberation Notes,我的出走日記,154887,劇情,park hae young,8.7
2022,19,8,Tomorrow,還有明天,136369,"網路漫改, 奇幻",kim tae yun,7.2
2022,20,2,Our Blues,我們的藍調時光,135840,劇情,noh hee kyung,8.1
2022,20,6,Tomorrow,還有明天,136369,"網路漫改, 奇幻",kim tae yun,7.2
2022,20,7,My Liberation Notes,我的出走日記,154887,劇情,kim sok yun,8.7
2022,20,7,My Liberation Notes,我的出走日記,154887,劇情,park hae young,8.7
2022,20,8,Twenty Five Twenty One,二十五，二十一,129888,浪漫,jung jee hyun,8.7
2022,20,8,Twenty Five Twenty One,二十五，二十一,129888,浪漫,kwon do eun,8.7
2022,20,9,Business Proposal,社內相親,154825,"網路漫改, 浪漫喜劇",park seon ho,8.2
2022,20,9,Business Proposal,社內相親,154825,"網路漫改, 浪漫喜劇",han sul hee,8.2
2022,20,9,Business Proposal,社內相親,154825,"網路漫改, 浪漫喜劇",hong bo hui,8.2
2022,21,3,Our Blues,我們的藍調時光,135840,劇情,noh hee kyung,8.1
2022,21,4,My Liberation Notes,我的出走日記,154887,劇情,kim sok yun,8.7
2022,21,4,My Liberation Notes,我的出走日記,154887,劇情,park hae young,8.7
2022,21,5,Tomorrow,還有明天,136369,"網路漫改, 奇幻",kim tae yun,7.2
2022,21,7,Twenty Five Twenty One,二十五，二十一,129888,浪漫,jung jee hyun,8.7
2022,21,7,Twenty Five Twenty One,二十五，二十一,129888,浪漫,kwon do eun,8.7
