Year,Week,Ranking,TV,movie_zh_name,first_air_date,genre_ids,category,id,origin_country,original_language,overview,imdb_score,popularity,vote_average,vote_count
2021,20,10,My Hero Academia,我的英雄學院,2016/4/3,"10759, 16",,65930,JP,ja,"In a world where eighty percent of the population has some kind of super-powered Quirk, Izuku was unlucky enough to be born completely normal. But that won't stop him from enrolling in a prestigious hero academy. Now, he'll get his first taste of brutal rivalry from other schools as he braves the cutthroat, no-holds-barred provisional license exam.",,84.293,8.8,3637
2021,20,2,Vincenzo,黑道律師文森佐,2021/2/20,"10759, 35, 18",社會議題,117376,KR,ko,"Vincenzo Cassano is an Italian lawyer and Mafia consigliere who moves back to Korea due to a conflict within his organization. He ends up crossing paths with a sharp-tongued lawyer named Cha-young, and the two join forces in using villainous methods to take down villains who cannot be punished by the law.",8.4,59.603,8.8,491
2021,20,3,Girl from Nowhere,轉學來的女生,2018/10/27,"18, 9648, 80",,83639,TH,th,"A mysterious, clever girl named Nanno transfers to different schools, exposing the lies and misdeeds of the students and faculty at every turn.",,67.421,8.5,659
2021,20,4,Move to Heaven,MOVE TO HEAVEN：我是遺物整理師,2021/5/14,18,家庭,96571,KR,ko,"Finding life in all that's left behind, a trauma cleaner with Asperger's and his ex-con uncle deliver the untold stories of the departed to loved ones.",8.6,21.565,7.8,154
2021,20,5,"Love, Death & Robots",愛 x 死 x 機器人,2019/3/15,"16,
10765",,86831,US,en,"Terrifying creatures, wicked surprises and dark comedy converge in this NSFW anthology of animated stories presented by Tim Miller and David Fincher.",,97.798,8.2,1570
2021,20,6,Use for My Talent,NA,2021/5/9,"18, 35",,125255,CN,zh,"Because of his incomplete family, Gu Ren Qi has a closed up personality and mysophobia. Shuang Jiao used to have a happy family, but later lost her mother in a car accident, and became a slovenly person. The two became acquainted when Shuang Jiao becomes an employee in Gu Ren Qi's cleaning company. The two became closer as they get to know each other. Under each other's influence, they began to heal from their wounds.",,7.89,7,1
2021,20,7,Mine,我的上流世界,2021/5/8,"9648, 18",家庭,124426,KR,ko,"Encaged in a gold-clad life of secrets and lies, two women in a conglomerate family seek to topple all that stands in their way of finding true joy.",7.7,13.672,7.6,76
2021,20,8,Law School,LAW SCHOOL,2021/4/14,"18, 80, 9648","懸疑推理, 犯罪, 法庭",119773,KR,ko,"Following the case of the murder of a professor at South Korea's top prestigious law school, professors and students become suspects in the murder.",8,9.428,7.9,16
2021,20,9,Qin Dynasty Epic,大秦賦,2020/12/1,18,,114043,CN,zh,NA,,26.014,9,2
2021,21,1,Tears on Fire,火神的眼淚,2021/5/1,18,,118201,TW,zh,"Tears on Fire is a rare production featuring firefighting profession in Taiwan, which portrays the life stories of four firefighters. From their daily work, they have not only witnessed various spectrums of Taiwans society, but also been forced to face their own life lessons.",,2.702,8.7,3
2021,21,10,Ragnarok,諸神黃昏,2020/1/31,"10765, 18, 9648",,91557,NO,no,A small Norwegian town experiencing warm winters and violent downpours seems to be headed for another Ragnar繹k -- unless someone intervenes in time.,,194.243,8.1,700
2021,21,2,Move to Heaven,MOVE TO HEAVEN：我是遺物整理師,2021/5/14,18,家庭,96571,KR,ko,"Finding life in all that's left behind, a trauma cleaner with Asperger's and his ex-con uncle deliver the untold stories of the departed to loved ones.",8.6,21.565,7.8,154
2021,21,3,Girl from Nowhere,轉學來的女生,2018/10/27,"18, 9648, 80",,83639,TH,th,"A mysterious, clever girl named Nanno transfers to different schools, exposing the lies and misdeeds of the students and faculty at every turn.",,67.421,8.5,659
2021,21,4,Vincenzo,黑道律師文森佐,2021/2/20,"10759, 35, 18",社會議題,117376,KR,ko,"Vincenzo Cassano is an Italian lawyer and Mafia consigliere who moves back to Korea due to a conflict within his organization. He ends up crossing paths with a sharp-tongued lawyer named Cha-young, and the two join forces in using villainous methods to take down villains who cannot be punished by the law.",8.4,59.603,8.8,491
2021,21,5,Mine,我的上流世界,2021/5/8,"9648, 18",家庭,124426,KR,ko,"Encaged in a gold-clad life of secrets and lies, two women in a conglomerate family seek to topple all that stands in their way of finding true joy.",7.7,13.672,7.6,76
2021,21,6,Use for My Talent,NA,2021/5/9,"18, 35",,125255,CN,zh,"Because of his incomplete family, Gu Ren Qi has a closed up personality and mysophobia. Shuang Jiao used to have a happy family, but later lost her mother in a car accident, and became a slovenly person. The two became acquainted when Shuang Jiao becomes an employee in Gu Ren Qi's cleaning company. The two became closer as they get to know each other. Under each other's influence, they began to heal from their wounds.",,7.89,7,1
2021,21,7,Law School,LAW SCHOOL,2021/4/14,"18, 80, 9648","懸疑推理, 犯罪, 法庭",119773,KR,ko,"Following the case of the murder of a professor at South Korea's top prestigious law school, professors and students become suspects in the murder.",8,9.428,7.9,16
2021,21,8,Qin Dynasty Epic,大秦賦,2020/12/1,18,,114043,CN,zh,NA,,26.014,9,2
2021,21,9,Lucifer,魔鬼神探,2016/1/25,"80, 10765",,63174,US,en,"Bored and unhappy as the Lord of Hell, Lucifer Morningstar abandoned his throne and retired to Los Angeles, where he has teamed up with LAPD detective Chloe Decker to take down criminals.But the longer he's away from the underworld, the greater the threat that the worst of humanity could escape.",,831.69,8.5,11770
2021,22,1,Tears on Fire,火神的眼淚,2021/5/1,18,,118201,TW,zh,"Tears on Fire is a rare production featuring firefighting profession in Taiwan, which portrays the life stories of four firefighters. From their daily work, they have not only witnessed various spectrums of Taiwans society, but also been forced to face their own life lessons.",,2.702,8.7,3
2021,22,10,Word of Honor,山河令,2021/2/22,"18, 10759, 10765, 9648",,119362,CN,zh,"Zhou Zi Shu gets embroiled in a conspiracy in the martial arts world after quitting his job as the leader of an organization tasked with protecting royalty. He meets Wen Ke Xing, a mysterious martial artist who escapes from the Ghost Valley to avenge his parents deaths. They become fast friends and embark on an adventure to find a legendary treasure that will give its owner ultimate power over jianghu.",,24.821,8.9,15
2021,22,2,Move to Heaven,MOVE TO HEAVEN：我是遺物整理師,2021/5/14,18,家庭,96571,KR,ko,"Finding life in all that's left behind, a trauma cleaner with Asperger's and his ex-con uncle deliver the untold stories of the departed to loved ones.",8.6,21.565,7.8,154
2021,22,3,Vincenzo,黑道律師文森佐,2021/2/20,"10759, 35, 18",社會議題,117376,KR,ko,"Vincenzo Cassano is an Italian lawyer and Mafia consigliere who moves back to Korea due to a conflict within his organization. He ends up crossing paths with a sharp-tongued lawyer named Cha-young, and the two join forces in using villainous methods to take down villains who cannot be punished by the law.",8.4,59.603,8.8,491
2021,22,4,Mine,我的上流世界,2021/5/8,"9648, 18",家庭,124426,KR,ko,"Encaged in a gold-clad life of secrets and lies, two women in a conglomerate family seek to topple all that stands in their way of finding true joy.",7.7,13.672,7.6,76
2021,22,5,Girl from Nowhere,轉學來的女生,2018/10/27,"18, 9648, 80",,83639,TH,th,"A mysterious, clever girl named Nanno transfers to different schools, exposing the lies and misdeeds of the students and faculty at every turn.",,67.421,8.5,659
2021,22,6,Use for My Talent,NA,2021/5/9,"18, 35",,125255,CN,zh,"Because of his incomplete family, Gu Ren Qi has a closed up personality and mysophobia. Shuang Jiao used to have a happy family, but later lost her mother in a car accident, and became a slovenly person. The two became acquainted when Shuang Jiao becomes an employee in Gu Ren Qi's cleaning company. The two became closer as they get to know each other. Under each other's influence, they began to heal from their wounds.",,7.89,7,1
2021,22,7,Law School,LAW SCHOOL,2021/4/14,"18, 80, 9648","懸疑推理, 犯罪, 法庭",119773,KR,ko,"Following the case of the murder of a professor at South Korea's top prestigious law school, professors and students become suspects in the murder.",8,9.428,7.9,16
2021,22,8,Pretty Guardian Sailor Moon Eternal The Movie,NA,2021/1/8,"16,28,14",,618851,JP,ja,"After a total solar eclipse, a dark circus troupe appears, Mamoru is stricken with a mysterious malady and bad things start happening across the city.",,223.595,7.9,118
2021,22,9,Jujutsu Kaisen,咒術迴戰,2020/10/3,"16, 10759, 10765",,95479,JP,ja,"Yuji Itadori is a boy with tremendous physical strength, though he lives a completely ordinary high school life. One day, to save a classmate who has been attacked by curses, he eats the finger of Ryomen Sukuna, taking the curse into his own soul. From then on, he shares one body with Ryomen Sukuna. Guided by the most powerful of sorcerers, Satoru Gojo, Itadori is admitted to Tokyo Jujutsu High School, an organization that fights the curses... and thus begins the heroic tale of a boy who became a curse to exorcise a curse, a life from which he could never turn back.",,485.172,8.5,2082
2021,23,1,Jujutsu Kaisen,咒術迴戰,2020/10/3,"16, 10759, 10765",,95479,JP,ja,"Yuji Itadori is a boy with tremendous physical strength, though he lives a completely ordinary high school life. One day, to save a classmate who has been attacked by curses, he eats the finger of Ryomen Sukuna, taking the curse into his own soul. From then on, he shares one body with Ryomen Sukuna. Guided by the most powerful of sorcerers, Satoru Gojo, Itadori is admitted to Tokyo Jujutsu High School, an organization that fights the curses... and thus begins the heroic tale of a boy who became a curse to exorcise a curse, a life from which he could never turn back.",,485.172,8.5,2082
2021,23,10,Lupin,亞森·羅蘋,2021/1/8,"80, 18, 9648",,96677,FR,fr,"Inspired by the adventures of Ars癡ne Lupin, gentleman thief Assane Diop sets out to avenge his father for an injustice inflicted by a wealthy family.",,95.031,7.9,1369
2021,23,2,Mine,我的上流世界,2021/5/8,"9648, 18",家庭,124426,KR,ko,"Encaged in a gold-clad life of secrets and lies, two women in a conglomerate family seek to topple all that stands in their way of finding true joy.",7.7,13.672,7.6,76
2021,23,3,Pretty Guardian Sailor Moon Eternal The Movie,NA,2021/1/8,"16,28,14",,618851,JP,ja,"After a total solar eclipse, a dark circus troupe appears, Mamoru is stricken with a mysterious malady and bad things start happening across the city.",,223.595,7.9,118
2021,23,4,Vincenzo,黑道律師文森佐,2021/2/20,"10759, 35, 18",社會議題,117376,KR,ko,"Vincenzo Cassano is an Italian lawyer and Mafia consigliere who moves back to Korea due to a conflict within his organization. He ends up crossing paths with a sharp-tongued lawyer named Cha-young, and the two join forces in using villainous methods to take down villains who cannot be punished by the law.",8.4,59.603,8.8,491
2021,23,5,Move to Heaven,MOVE TO HEAVEN：我是遺物整理師,2021/5/14,18,家庭,96571,KR,ko,"Finding life in all that's left behind, a trauma cleaner with Asperger's and his ex-con uncle deliver the untold stories of the departed to loved ones.",8.6,21.565,7.8,154
2021,23,6,Tears on Fire,火神的眼淚,2021/5/1,18,,118201,TW,zh,"Tears on Fire is a rare production featuring firefighting profession in Taiwan, which portrays the life stories of four firefighters. From their daily work, they have not only witnessed various spectrums of Taiwans society, but also been forced to face their own life lessons.",,2.702,8.7,3
2021,23,7,Law School,LAW SCHOOL,2021/4/14,"18, 80, 9648","懸疑推理, 犯罪, 法庭",119773,KR,ko,"Following the case of the murder of a professor at South Korea's top prestigious law school, professors and students become suspects in the murder.",8,9.428,7.9,16
2021,23,8,Sweet Tooth,Sweet Tooth：鹿角男孩,2021/6/4,"18, 10765",,103768,US,en,"On a perilous adventure across a post-apocalyptic world, a lovable boy who's half-human and half-deer searches for a new beginning with a gruff protector.",,93.745,8,925
2021,23,9,Girl from Nowhere,轉學來的女生,2018/10/27,"18, 9648, 80",,83639,TH,th,"A mysterious, clever girl named Nanno transfers to different schools, exposing the lies and misdeeds of the students and faculty at every turn.",,67.421,8.5,659
2021,24,1,Mine,我的上流世界,2021/5/8,"9648, 18",家庭,124426,KR,ko,"Encaged in a gold-clad life of secrets and lies, two women in a conglomerate family seek to topple all that stands in their way of finding true joy.",7.7,13.672,7.6,76
2021,24,10,Law School,LAW SCHOOL,2021/4/14,"18, 80, 9648","懸疑推理, 犯罪, 法庭",119773,KR,ko,"Following the case of the murder of a professor at South Korea's top prestigious law school, professors and students become suspects in the murder.",8,9.428,7.9,16
2021,24,2,Jujutsu Kaisen,咒術迴戰,2020/10/3,"16, 10759, 10765",,95479,JP,ja,"Yuji Itadori is a boy with tremendous physical strength, though he lives a completely ordinary high school life. One day, to save a classmate who has been attacked by curses, he eats the finger of Ryomen Sukuna, taking the curse into his own soul. From then on, he shares one body with Ryomen Sukuna. Guided by the most powerful of sorcerers, Satoru Gojo, Itadori is admitted to Tokyo Jujutsu High School, an organization that fights the curses... and thus begins the heroic tale of a boy who became a curse to exorcise a curse, a life from which he could never turn back.",,485.172,8.5,2082
2021,24,3,Lupin,亞森·羅蘋,2021/1/8,"80, 18, 9648",,96677,FR,fr,"Inspired by the adventures of Ars癡ne Lupin, gentleman thief Assane Diop sets out to avenge his father for an injustice inflicted by a wealthy family.",,95.031,7.9,1369
2021,24,4,Vincenzo,黑道律師文森佐,2021/2/20,"10759, 35, 18",社會議題,117376,KR,ko,"Vincenzo Cassano is an Italian lawyer and Mafia consigliere who moves back to Korea due to a conflict within his organization. He ends up crossing paths with a sharp-tongued lawyer named Cha-young, and the two join forces in using villainous methods to take down villains who cannot be punished by the law.",8.4,59.603,8.8,491
2021,24,5,Sweet Tooth,Sweet Tooth：鹿角男孩,2021/6/4,"18, 10765",,103768,US,en,"On a perilous adventure across a post-apocalyptic world, a lovable boy who's half-human and half-deer searches for a new beginning with a gruff protector.",,93.745,8,925
2021,24,6,Record of Ragnarok,終末的女武神,2021/6/17,"16, 10759, 10765",,114868,JP,ja,"Before eradicating humankind from the world, the gods give them one last chance to prove themselves worthy of survival. Let the Ragnarok battles begin.",,149.147,8.6,1007
2021,24,7,Move to Heaven,MOVE TO HEAVEN：我是遺物整理師,2021/5/14,18,家庭,96571,KR,ko,"Finding life in all that's left behind, a trauma cleaner with Asperger's and his ex-con uncle deliver the untold stories of the departed to loved ones.",8.6,21.565,7.8,154
2021,24,8,Hospital Playlist,機智醫生生活,2020/3/12,"18, 35",醫療,96102,KR,ko,"Every day is extraordinary for five doctors and their patients inside a hospital, where birth, death and everything in between coexist.",8.8,40.992,9,49
2021,24,9,The Long Ballad,長歌行,2021/3/31,"10759, 10768",,122182,CN,zh,"Li Chang Ge's family was murdered by Li Shi Min, the Emperor of Tang, during the Xuanwu Gate Incident. She heads to Shuo Province under the guise of a man with hopes of raising an army to kill Li Shi Min to avenge her family's death. However, as a captain of the army of Shuo Province in Zhangzhou, she loses a siege by the Eastern Turkic Khaganate General Ashina Sun, who takes her to serve him as a personal military strategist.",,13.499,9.6,7
2021,25,1,Mine,我的上流世界,2021/5/8,"9648, 18",家庭,124426,KR,ko,"Encaged in a gold-clad life of secrets and lies, two women in a conglomerate family seek to topple all that stands in their way of finding true joy.",7.7,13.672,7.6,76
2021,25,10,Sweet Tooth,Sweet Tooth：鹿角男孩,2021/6/4,"18, 10765",,103768,US,en,"On a perilous adventure across a post-apocalyptic world, a lovable boy who's half-human and half-deer searches for a new beginning with a gruff protector.",,93.745,8,925
2021,25,2,Hospital Playlist,機智醫生生活,2020/3/12,"18, 35",醫療,96102,KR,ko,"Every day is extraordinary for five doctors and their patients inside a hospital, where birth, death and everything in between coexist.",8.8,40.992,9,49
2021,25,3,Record of Ragnarok,終末的女武神,2021/6/17,"16, 10759, 10765",,114868,JP,ja,"Before eradicating humankind from the world, the gods give them one last chance to prove themselves worthy of survival. Let the Ragnarok battles begin.",,149.147,8.6,1007
2021,25,4,The Rational Life,The Rational Life,2021/3/31,18,,122206,CN,zh,"Shen Ruo Xin is a thirty-something professional who decides to take a stand against unfair societal expectations At her workplace she finds herself drawn  to two different  men - one  her trusted, younger assistant, the other her bachelor boss.  Knowing she is considered a 'leftover woman' weighs heavily on her.  Will  she opt to marry the man society deems appropriate, or will she listen to her heart and screw up the courage to pursue a romance with the younger man?",,6.916,8.7,3
2021,25,5,Vincenzo,黑道律師文森佐,2021/2/20,"10759, 35, 18",社會議題,117376,KR,ko,"Vincenzo Cassano is an Italian lawyer and Mafia consigliere who moves back to Korea due to a conflict within his organization. He ends up crossing paths with a sharp-tongued lawyer named Cha-young, and the two join forces in using villainous methods to take down villains who cannot be punished by the law.",8.4,59.603,8.8,491
2021,25,6,Jujutsu Kaisen,咒術迴戰,2020/10/3,"16, 10759, 10765",,95479,JP,ja,"Yuji Itadori is a boy with tremendous physical strength, though he lives a completely ordinary high school life. One day, to save a classmate who has been attacked by curses, he eats the finger of Ryomen Sukuna, taking the curse into his own soul. From then on, he shares one body with Ryomen Sukuna. Guided by the most powerful of sorcerers, Satoru Gojo, Itadori is admitted to Tokyo Jujutsu High School, an organization that fights the curses... and thus begins the heroic tale of a boy who became a curse to exorcise a curse, a life from which he could never turn back.",,485.172,8.5,2082
2021,25,7,The Naked Director,AV 帝王,2019/8/8,"35, 18",,90955,JP,ja,"Pinku (the Japanese softcore film sub-genre) has a long and historied part in Japanese cinema. The genre has existed for over forty years and seen many ebbs and flows. One of the directors during the heyday of the movement was the prolific Muranishi Toru. Adpated from a novel about the man, The Naked Director depicts the character, his art, vision and his interactions with the approving and disapproving folk around him.",,32.159,7.5,81
2021,25,8,"Nevertheless,",無法抗拒的他,2021/6/19,18,"網路漫改, 浪漫",126035,KR,ko,The intoxicating charm of a flirtatious art school classmate pulls a reluctant love cynic into a friends-with-benefits relationship.,7.2,49.858,8.1,31
2021,25,9,The Long Ballad,長歌行,2021/3/31,"10759, 10768",,122182,CN,zh,"Li Chang Ge's family was murdered by Li Shi Min, the Emperor of Tang, during the Xuanwu Gate Incident. She heads to Shuo Province under the guise of a man with hopes of raising an army to kill Li Shi Min to avenge her family's death. However, as a captain of the army of Shuo Province in Zhangzhou, she loses a siege by the Eastern Turkic Khaganate General Ashina Sun, who takes her to serve him as a personal military strategist.",,13.499,9.6,7
2021,26,1,Mine,我的上流世界,2021/5/8,"9648, 18",家庭,124426,KR,ko,"Encaged in a gold-clad life of secrets and lies, two women in a conglomerate family seek to topple all that stands in their way of finding true joy.",7.7,13.672,7.6,76
2021,26,10,Racket Boys,羽球少年團,2021/5/31,"18, 35, 10751","青少年, 喜劇",125437,KR,ko,A story of a boys' badminton team at a middle school in Haenam as they compete in a junior athletic competition. The 16 year old boys and girls in Haenam grow as people during this time.,4,4.87,8,7
2021,26,2,Hospital Playlist,機智醫生生活,2020/3/12,"18, 35",醫療,96102,KR,ko,"Every day is extraordinary for five doctors and their patients inside a hospital, where birth, death and everything in between coexist.",8.8,40.992,9,49
2021,26,3,The Naked Director,AV 帝王,2019/8/8,"35, 18",,90955,JP,ja,"Pinku (the Japanese softcore film sub-genre) has a long and historied part in Japanese cinema. The genre has existed for over forty years and seen many ebbs and flows. One of the directors during the heyday of the movement was the prolific Muranishi Toru. Adpated from a novel about the man, The Naked Director depicts the character, his art, vision and his interactions with the approving and disapproving folk around him.",,32.159,7.5,81
2021,26,4,Sex/Life,NA,2021/6/25,18,,126280,US,en,A woman's daring sexual past collides with her married-with-kids present when the bad-boy ex she can't stop fantasizing about crashes back into her life.,,202.584,7.1,924
2021,26,5,The Rational Life,The Rational Life,2021/3/31,18,,122206,CN,zh,"Shen Ruo Xin is a thirty-something professional who decides to take a stand against unfair societal expectations At her workplace she finds herself drawn  to two different  men - one  her trusted, younger assistant, the other her bachelor boss.  Knowing she is considered a 'leftover woman' weighs heavily on her.  Will  she opt to marry the man society deems appropriate, or will she listen to her heart and screw up the courage to pursue a romance with the younger man?",,6.916,8.7,3
2021,26,6,Too Hot to Handle,慾罷不能,2020/4/17,10764,,102085,US,en,"On the shores of paradise, gorgeous singles meet and mingle. But theres a twist. To win a $100,000 grand prize, theyll have to give up sex.",,21.858,6.9,316
2021,26,7,Vincenzo,黑道律師文森佐,2021/2/20,"10759, 35, 18",社會議題,117376,KR,ko,"Vincenzo Cassano is an Italian lawyer and Mafia consigliere who moves back to Korea due to a conflict within his organization. He ends up crossing paths with a sharp-tongued lawyer named Cha-young, and the two join forces in using villainous methods to take down villains who cannot be punished by the law.",8.4,59.603,8.8,491
2021,26,8,"Nevertheless,",無法抗拒的他,2021/6/19,18,"網路漫改, 浪漫",126035,KR,ko,The intoxicating charm of a flirtatious art school classmate pulls a reluctant love cynic into a friends-with-benefits relationship.,7.2,49.858,8.1,31
2021,26,9,Jujutsu Kaisen,咒術迴戰,2020/10/3,"16, 10759, 10765",,95479,JP,ja,"Yuji Itadori is a boy with tremendous physical strength, though he lives a completely ordinary high school life. One day, to save a classmate who has been attacked by curses, he eats the finger of Ryomen Sukuna, taking the curse into his own soul. From then on, he shares one body with Ryomen Sukuna. Guided by the most powerful of sorcerers, Satoru Gojo, Itadori is admitted to Tokyo Jujutsu High School, an organization that fights the curses... and thus begins the heroic tale of a boy who became a curse to exorcise a curse, a life from which he could never turn back.",,485.172,8.5,2082
2021,27,1,Sex/Life,NA,2021/6/25,18,,126280,US,en,A woman's daring sexual past collides with her married-with-kids present when the bad-boy ex she can't stop fantasizing about crashes back into her life.,,202.584,7.1,924
2021,27,10,Too Hot to Handle,慾罷不能,2020/4/17,10764,,102085,US,en,"On the shores of paradise, gorgeous singles meet and mingle. But theres a twist. To win a $100,000 grand prize, theyll have to give up sex.",,21.858,6.9,316
2021,27,2,Hospital Playlist,機智醫生生活,2020/3/12,"18, 35",醫療,96102,KR,ko,"Every day is extraordinary for five doctors and their patients inside a hospital, where birth, death and everything in between coexist.",8.8,40.992,9,49
2021,27,3,The Rational Life,The Rational Life,2021/3/31,18,,122206,CN,zh,"Shen Ruo Xin is a thirty-something professional who decides to take a stand against unfair societal expectations At her workplace she finds herself drawn  to two different  men - one  her trusted, younger assistant, the other her bachelor boss.  Knowing she is considered a 'leftover woman' weighs heavily on her.  Will  she opt to marry the man society deems appropriate, or will she listen to her heart and screw up the courage to pursue a romance with the younger man?",,6.916,8.7,3
2021,27,4,"Nevertheless,",無法抗拒的他,2021/6/19,18,"網路漫改, 浪漫",126035,KR,ko,The intoxicating charm of a flirtatious art school classmate pulls a reluctant love cynic into a friends-with-benefits relationship.,7.2,49.858,8.1,31
2021,27,5,Mine,我的上流世界,2021/5/8,"9648, 18",家庭,124426,KR,ko,"Encaged in a gold-clad life of secrets and lies, two women in a conglomerate family seek to topple all that stands in their way of finding true joy.",7.7,13.672,7.6,76
2021,27,6,Vincenzo,黑道律師文森佐,2021/2/20,"10759, 35, 18",社會議題,117376,KR,ko,"Vincenzo Cassano is an Italian lawyer and Mafia consigliere who moves back to Korea due to a conflict within his organization. He ends up crossing paths with a sharp-tongued lawyer named Cha-young, and the two join forces in using villainous methods to take down villains who cannot be punished by the law.",8.4,59.603,8.8,491
2021,27,7,Resident Evil: Infinite Darkness,惡靈古堡：無盡闇黑,2021/7/8,"16, 18, 10759, 10765",,110642,US,en,"Years after the horrors of Raccoon City, Leon and Claire find themselves consumed by a dark conspiracy when a viral attack ravages the White House.",,26.196,7.9,594
2021,27,8,The Naked Director,AV 帝王,2019/8/8,"35, 18",,90955,JP,ja,"Pinku (the Japanese softcore film sub-genre) has a long and historied part in Japanese cinema. The genre has existed for over forty years and seen many ebbs and flows. One of the directors during the heyday of the movement was the prolific Muranishi Toru. Adpated from a novel about the man, The Naked Director depicts the character, his art, vision and his interactions with the approving and disapproving folk around him.",,32.159,7.5,81
2021,27,9,Racket Boys,羽球少年團,2021/5/31,"18, 35, 10751","青少年, 喜劇",125437,KR,ko,A story of a boys' badminton team at a middle school in Haenam as they compete in a junior athletic competition. The 16 year old boys and girls in Haenam grow as people during this time.,4,4.87,8,7
2021,28,1,Sex/Life,NA,2021/6/25,18,,126280,US,en,A woman's daring sexual past collides with her married-with-kids present when the bad-boy ex she can't stop fantasizing about crashes back into her life.,,202.584,7.1,924
2021,28,10,Mine,我的上流世界,2021/5/8,"9648, 18",家庭,124426,KR,ko,"Encaged in a gold-clad life of secrets and lies, two women in a conglomerate family seek to topple all that stands in their way of finding true joy.",7.7,13.672,7.6,76
2021,28,2,Hospital Playlist,機智醫生生活,2020/3/12,"18, 35",醫療,96102,KR,ko,"Every day is extraordinary for five doctors and their patients inside a hospital, where birth, death and everything in between coexist.",8.8,40.992,9,49
2021,28,3,"Nevertheless,",無法抗拒的他,2021/6/19,18,"網路漫改, 浪漫",126035,KR,ko,The intoxicating charm of a flirtatious art school classmate pulls a reluctant love cynic into a friends-with-benefits relationship.,7.2,49.858,8.1,31
2021,28,4,The Rational Life,The Rational Life,2021/3/31,18,,122206,CN,zh,"Shen Ruo Xin is a thirty-something professional who decides to take a stand against unfair societal expectations At her workplace she finds herself drawn  to two different  men - one  her trusted, younger assistant, the other her bachelor boss.  Knowing she is considered a 'leftover woman' weighs heavily on her.  Will  she opt to marry the man society deems appropriate, or will she listen to her heart and screw up the courage to pursue a romance with the younger man?",,6.916,8.7,3
2021,28,5,Vincenzo,黑道律師文森佐,2021/2/20,"10759, 35, 18",社會議題,117376,KR,ko,"Vincenzo Cassano is an Italian lawyer and Mafia consigliere who moves back to Korea due to a conflict within his organization. He ends up crossing paths with a sharp-tongued lawyer named Cha-young, and the two join forces in using villainous methods to take down villains who cannot be punished by the law.",8.4,59.603,8.8,491
2021,28,6,The Good Doctor,良醫墨非,2017/9/25,18,,71712,US,en,"Shaun Murphy, a young surgeon with autism and savant syndrome, relocates from a quiet country life to join a prestigious hospital's surgical unit. Unable to personally connect with those around him, Shaun uses his extraordinary medical gifts to save lives and challenge the skepticism of his colleagues.",,968.357,8.5,10402
2021,28,7,Racket Boys,羽球少年團,2021/5/31,"18, 35, 10751","青少年, 喜劇",125437,KR,ko,A story of a boys' badminton team at a middle school in Haenam as they compete in a junior athletic competition. The 16 year old boys and girls in Haenam grow as people during this time.,4,4.87,8,7
2021,28,8,Jujutsu Kaisen,咒術迴戰,2020/10/3,"16, 10759, 10765",,95479,JP,ja,"Yuji Itadori is a boy with tremendous physical strength, though he lives a completely ordinary high school life. One day, to save a classmate who has been attacked by curses, he eats the finger of Ryomen Sukuna, taking the curse into his own soul. From then on, he shares one body with Ryomen Sukuna. Guided by the most powerful of sorcerers, Satoru Gojo, Itadori is admitted to Tokyo Jujutsu High School, an organization that fights the curses... and thus begins the heroic tale of a boy who became a curse to exorcise a curse, a life from which he could never turn back.",,485.172,8.5,2082
2021,28,9,Love (ft. Marriage and Divorce),婚詞離曲,2021/1/23,18,家庭,116041,KR,ko,"Everything comes unraveling for three successful women who work on a radio show as twists, turns and troubles plague their seemingly happy marriages.",6.6,39.72,6.1,8
2021,29,1,"Nevertheless,",無法抗拒的他,2021/6/19,18,"網路漫改, 浪漫",126035,KR,ko,The intoxicating charm of a flirtatious art school classmate pulls a reluctant love cynic into a friends-with-benefits relationship.,7.2,49.858,8.1,31
2021,29,10,My Hero Academia,我的英雄學院,2016/4/3,"10759, 16",,65930,JP,ja,"In a world where eighty percent of the population has some kind of super-powered Quirk, Izuku was unlucky enough to be born completely normal. But that won't stop him from enrolling in a prestigious hero academy. Now, he'll get his first taste of brutal rivalry from other schools as he braves the cutthroat, no-holds-barred provisional license exam.",,84.293,8.8,3637
2021,29,2,Hospital Playlist,機智醫生生活,2020/3/12,"18, 35",醫療,96102,KR,ko,"Every day is extraordinary for five doctors and their patients inside a hospital, where birth, death and everything in between coexist.",8.8,40.992,9,49
2021,29,3,The Good Doctor,良醫墨非,2017/9/25,18,,71712,US,en,"Shaun Murphy, a young surgeon with autism and savant syndrome, relocates from a quiet country life to join a prestigious hospital's surgical unit. Unable to personally connect with those around him, Shaun uses his extraordinary medical gifts to save lives and challenge the skepticism of his colleagues.",,968.357,8.5,10402
2021,29,4,Sex/Life,NA,2021/6/25,18,,126280,US,en,A woman's daring sexual past collides with her married-with-kids present when the bad-boy ex she can't stop fantasizing about crashes back into her life.,,202.584,7.1,924
2021,29,5,The Rational Life,The Rational Life,2021/3/31,18,,122206,CN,zh,"Shen Ruo Xin is a thirty-something professional who decides to take a stand against unfair societal expectations At her workplace she finds herself drawn  to two different  men - one  her trusted, younger assistant, the other her bachelor boss.  Knowing she is considered a 'leftover woman' weighs heavily on her.  Will  she opt to marry the man society deems appropriate, or will she listen to her heart and screw up the courage to pursue a romance with the younger man?",,6.916,8.7,3
